phpmyadmin-1  | 2025-10-14T20:40:32.392942031Z 10.11.202.14 - - [14/Oct/2025:20:40:32 +0000] "\n" 400 484 "-" "-"
server-1      | 2025-10-18T09:09:33.665222525Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?path=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.667451891Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?path=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.669616954Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?name=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.671776678Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?name=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.673825897Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?name=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.676024486Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?name=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.678197624Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?doc=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.680372942Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?doc=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.682501917Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?doc=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.685240397Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?doc=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.687192779Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?page=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.690222646Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?page=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.692845489Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?page=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.694988532Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?page=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.697256119Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?template=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.699561500Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?template=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.703340190Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?template=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.705795288Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?template=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.708436622Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?tpl=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.710600978Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?tpl=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.712691373Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?tpl=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.714913021Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?tpl=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.717116938Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?url=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.720481206Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?url=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.722672865Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?url=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.724963789Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?url=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.727134272Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?u=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.729251265Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?u=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.731811650Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?u=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.734123485Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?u=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.736434580Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?target=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.738646428Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?target=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.740903190Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?target=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.743379845Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?target=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.745721078Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?resource=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.747920760Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?resource=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.750132096Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?resource=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.752813679Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/view?resource=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.755048618Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.757352232Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.759534124Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.761574627Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.763878821Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.765950397Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.768447703Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.771636564Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.774301047Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.776552431Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.778653617Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.780947235Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.783169995Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.785368765Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.787321096Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.789589056Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.791772330Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.794347507Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.796548236Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.798698372Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.802061893Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.803668606Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.805683409Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.807771103Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.809718351Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.812120567Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.814220413Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.816340261Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.818351592Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.821301918Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.823514983Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.825618660Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.827721643Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.829786592Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.832188086Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.834392374Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.836339976Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.838376214Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.840452114Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.842624466Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.844673037Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.846862130Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.849177185Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.851865746Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "POST /api/view HTTP/1.1" 405 153 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.854023410Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?file=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.856156015Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?file=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.858250720Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?file=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.861333996Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?file=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.863408519Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?path=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.865600858Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?path=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.867886149Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?path=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.870115557Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?path=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.874199295Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?name=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.875496654Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?name=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.877546759Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?name=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.879824662Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?name=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.882549092Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?doc=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.884699575Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?doc=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.886879557Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?doc=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.890703122Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?doc=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.892727190Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?page=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.894788378Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?page=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.897222036Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?page=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.899393261Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?page=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.901526620Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?template=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.903608612Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?template=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.905656517Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?template=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.907814247Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?template=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.909946022Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?tpl=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.912078392Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?tpl=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.914174399Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?tpl=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.916818652Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?tpl=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.919083446Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?url=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.921935870Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?url=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.923907015Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?url=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.926065691Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?url=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.928094546Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?u=%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.930127341Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?u=%2Fproc%2Fself%2Fcwd%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
server-1      | 2025-10-18T09:09:33.932329435Z 10.11.202.14 - - [18/Oct/2025:09:09:33 +0000] "GET /api/download?u=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fapp%2Fflag HTTP/1.1" 404 207 "-" "lfi-hunt/1.0"
